No,Category,Word,POS,Phonetic,Meaning,Synonym,Example_EN,Example_JA,Level
2007,,cram,動,/ˈkɹæm/,を詰め込む,"類: stuff, pack",cram one's shopping bag full of groceries,買い物袋いっぱいに食料品を詰め込む,コア単語 レベル2
2008,,roundabout,形,/ˈɹaʊndəˌbaʊt/,①遠回りの ②回りくどい ③回転木馬,"類: circuitous, indirect",one's roundabout way of explaining things,回りくどい説明の仕方,コア単語 レベル2
2009,,arouse,動,/ɝˈaʊz/,①を刺激する ②を引き起こす,"類: stimulate, awaken, evoke",arouse suspicion from the police,警察からの疑念を引き起こす,コア単語 レベル2
2010,,beware,動,/bɪˈwɛɹ/,注意する,"類: wary, cautious",Beware of falling rocks.,落石に注意してください。,コア単語 レベル2
2011,,shabby,形,/ˈʃæbi/,みすぼらしい、ぼろぼろの,類: miserable,wear shabby old trousers,ぼろぼろの古いズボンを着ている,コア単語 レベル2
2012,,literal,形,/ˈɫɪtɝəɫ/,文字どおりの、逐語的な,"類: actual, exact",The phrase doesn't have a literal meaning.,その表現は文字どおりの意味を持たない。,コア単語 レベル2
2013,,inclusive,形,/ˌɪnˈkɫusɪv/,①(be inclusive of 〜で) (をすべて)含んでいる ②包括的な,類: comprehensive,be inclusive of utilities,水道光熱費が含まれている,コア単語 レベル2
2014,,impulse,名,"/ˈɪmpəɫs/, /ˌɪmˈpəɫs/",（心の）衝動、でき心,"類: urge, drive, instinct 反: impulsive",can't resist the impulse to laugh,笑いたい衝動を抑えられない,コア単語 レベル2
2015,,trait,名,/ˈtɹeɪt/,（性格上の）特性、特徴,類: characteristic,one's natural trait of optimism,生まれつきの楽観主義である特徴,コア単語 レベル2
2016,,indispensable,形,/ˌɪndɪˈspɛnsəbəɫ/,欠かせない ②避けることのできない,"類: essential, necessary, crucial",be indispensable for successful learning,成功する学習に不可欠だ,コア単語 レベル2
2017,,grace,名,/ˈɡɹeɪs/,優雅さ、上品さ,類: elegance 反: graceful,dance with grace,優雅に踊る,コア単語 レベル2
2018,,murmur,動 / 名,/ˈmɝmɝ/,[動] をささやく、をつぶやく [名] ざめめき、ささやき声,類: whisper,She murmured to me something.,彼女は私に何かをつぶやいた。,コア単語 レベル2
2019,,whirl,動,"/ˈhwɝɫ/, /ˈwɝɫ/",回転する、旋回する,"類: spin, rotate, turn",The leaves are whirling around.,葉っぱが舞っている。,コア単語 レベル2
2020,,ample,形,/ˈæmpəɫ/,十分な、豊富な,"類: abundant, enough, sufficient 反: amplitude",need an ample amount of space,十分なスペースが必要だ,コア単語 レベル2
2021,,induce,動,/ˌɪnˈdus/,①を誘発する ②〜するように向ける,"類: lure, provoke",induce stress,ストレスを引き起こす,コア単語 レベル2
2022,,obedient,形,/oʊˈbidiənt/,従順な、忠実な,類: submissive 反: obedience,be obedient to the king's commands,国王の命令に順従だ,コア単語 レベル2
2023,,inclusion,名,/ˌɪnˈkɫuʒən/,包含、含むこと,"類: incorporation, integration 反: inclusive",be considered for inclusion in the magazine,その雑誌に掲載されることが検討される,コア単語 レベル2
2024,,proofread,動,/ˈpɹuˌfɹid/,を校正する,"類: edit, review, correct",This essay is yet to be proofread.,このエッセイはまだ校正されていない。,コア単語 レベル2
2025,,revulsion,名,"/ɹiˈvəɫʃən/, /ɹɪˈvəɫʃən/",①（強い）嫌悪 ②反発,類: disgust,express revulsion at certain cartoon characters,特定のアニメキャラクターに対して嫌悪感を示す,コア単語 レベル2
2026,,wane,動,/ˈweɪn/,徐々に衰える［弱まる］,"類: diminish, decline",begin to wane gradually,徐々に衰えはじめる,コア単語 レベル2
2027,,roam,動,/ˈɹoʊm/,放浪する、歩き回る,類: wander,roam on the deserted island,その無人島を歩き回る,コア単語 レベル2
2028,,identical,形,/aɪˈdɛntɪkəɫ/,①まったく同一の ②一卵性の,"類: same, duplicate 反: identity",Jack and Tom are identical twins.,ジャックとトムは一卵性双生児だ。,コア単語 レベル2
2029,,upside,名,/ˈəpˈsaɪd/,利点、プラス面,反: downside,have upsides as well as downsides,長所も短所もある,コア単語 レベル2
2030,,familiarise,動,,①を習熟させる ②（世間に）を広める,類: acquaint,familiarise oneself with the new security procedures,新しい安全手順に慣れる,コア単語 レベル2
2031,,hinge on,動,,〜次第である、〜に依存する,"類: depend, rely on",hinge on how well we do in the final round,決勝ラウンドでどれだけうまくやれるかかかっている,コア単語 レベル2
2032,,intolerable,形,/ˌɪnˈtɑɫɝəbəɫ/,①我慢できない ②非常に不快な,"類: unacceptable, unbearable",become more and more intolerable,どんどん耐え難くなってくる,コア単語 レベル2
2033,,invariably,副,/ˌɪnˈvɛɹiəbɫi/,いつも、変わることなく,"類: always, consistently",be invariably true,変わらず真実だ,コア単語 レベル2
2034,,furious,形,/ˈfjʊɹiəs/,①激怒した ②強烈な、激しい,"類: angry, enraged 反: fury",be furious with the man,その男性に激怒している,コア単語 レベル2
2035,,considerate,形,/kənˈsɪdɝət/,思いやりがある、理解がある,類: thoughtful,be considerate of other people,他者に配慮している,コア単語 レベル2
2036,,oppression,名,/əˈpɹɛʃən/,弾圧、抑圧,類: suppression 反: oppress,struggles against racial oppression,人種的抑圧に対する闘争,コア単語 レベル2
2037,,savage,形,"/ˈsævədʒ/, /ˈsævɪdʒ/",残虐な、残酷な,"類: brutal, ferocious",learn about the savage attack,その残虐な攻撃について学ぶ,コア単語 レベル2
2038,,scorn,名 / 動,/ˈskɔɹn/,[名] 軽蔑 [動] を軽蔑する,類: contempt 反: scornful,My proposal was met with scorn.,私の提案は軽蔑された。,コア単語 レベル2
2039,,decent,形,/ˈdisənt/,①きちんとした、まともな ②礼儀正しい,類: proper,have a decent job with decent pay,まともな仕事とまともな給料を得る,コア単語 レベル2
2040,,plead,動,/ˈpɫid/,を嘆願する,"類: beg, request, appeal",The man pleaded with his wife.,その男性は妻に懇願した。,コア単語 レベル2
2041,,synchronous,形,/ˈsɪŋkɹənəs/,同時に起こる、同期の、同時代の,類: simultaneous,Synchronous communication has played a big role.,同期通信は大きな役割を果たしてきた。,コア単語 レベル2
2042,,stray,形 / 動,/ˈstɹeɪ/,[形] 迷子の、はぐれた [動] 道に迷う,類: missing,There were several stray dogs.,数匹の迷いイヌがいた。,コア単語 レベル2
2043,,tremble,動 / 名,/ˈtɹɛmbəɫ/,[動] 震える [名] 震え,"類: shake, quiver, shiver",Sometimes my legs tremble.,私はときどき足が震える。,コア単語 レベル2
2044,,exclaim,動,/ɪkˈskɫeɪm/,と叫ぶ,類: shout 反: exclamation,The woman exclaimed.,その女性は叫んだ。,コア単語 レベル2
2045,,deadlock,名,/ˈdɛdˌɫɑk/,行き詰まり、膠着（こうちゃく）状態,"類: stalemate, impasse",end in a deadlock,膠着状態に終わる,コア単語 レベル2
2046,,delicacy,名,"/ˈdɛɫəkəsi/, /ˈdɛɫɪkəsi/",①慎重さ、繊細さ ②ごちそう ③思いやり,類: treat 反: delicate,handle the situation with delicacy,慎重にその状況に対処する,コア単語 レベル2
2047,,pinnacle,名,/ˈpɪnəkəɫ/,①絶頂 ②（教会などの）小尖塔,"類: peak, summit",He reached the pinnacle of his career.,彼はキャリアの頂点に達した。,コア単語 レベル2
2048,,calamity,名,"/kəˈɫæməti/, /kəˈɫæmɪti/",災難,"類: disaster, catastrophe, tragedy",suffer one calamity after another,次々と災難に見舞われる,コア単語 レベル2
2049,,offset,動,"/ˈɔfˌsɛt/, /ɔfˈsɛt/",を相殺する、を埋め合わせる,"類: compensate, neutralise",offset the minuses,弊害を補う,コア単語 レベル2
2050,,run counter to,動,,〜に逆行する、〜に背く,類: oppose,run counter to one's company's values,会社の価値観に反している,コア単語 レベル2
2051,,bring to life,動,,〜に生命を与える、〜を活性化する,類: revitalise,bring historical figures to life,歴史的人物を生き生きと描く,コア単語 レベル2
2052,,shoot up,動,,急上昇する、急騰する,類: surge,The price of flour shot up.,小麦粉の価格は急騰した。,コア単語 レベル2
2053,,abort,動,/əˈbɔɹt/,①破壊する ②を中断［中止］する,"類: terminate, cancel, stop 反: abortion",abort the launch of the rocket,ロケットの打ち上げを中止する,コア単語 レベル2
2054,,dispatch,動,/dɪˈspætʃ/,①を派遣する ②を発送する,"類: send, deliver",Troops were dispatched to the area.,部隊がその地域に派遣された。,コア単語 レベル2
2055,,spur,動 / 名,/ˈspɝ/,[動] を刺激する、を駆り立てる [名] 動機付けるもの,"類: stimulate, encourage, motivate",spur her to write a poem,詩を書くように彼女を駆り立てる,コア単語 レベル2
2056,,stabilise,動,,を安定させる、安定する,"類: steady, balance, secure 反: stabilisation",stabilise food prices,食料価格を安定させる,コア単語 レベル2
2057,,forsake,動,/fɔɹˈseɪk/,を見捨てる ②を放棄する,"類: abandon, desert, renounce",The man promised not to forsake his duty.,その男性は義務を放棄しないと約束した。,コア単語 レベル2
2058,,consolidate,動,/kənˈsɑɫɪˌdeɪt/,①を強化する ②を統合する,"類: unify, combine 反: consolidation",consolidate the three companies,その3つの会社を統合する,コア単語 レベル2
2059,,uphold,動,/əpˈhoʊɫd/,を支持する、を擁護する,"類: support, sustain",uphold human rights for everyone,すべての人の人権を擁護する,コア単語 レベル2
2060,,recount,動,"/ˌɹiˈkaʊnt/, /ɹɪˈkaʊnt/",を詳しく話す,類: describe,recount to me her experiences during the war,私に彼女の戦争中の体験を語る,コア単語 レベル2
2061,,applicable,形,/ˈæpɫəkəbəɫ/,①適用できる、当てはまる ②適切な,"類: relevant, pertinent",The rule is not applicable to everyone.,その規則はすべての人に適用されるわけではない。,コア単語 レベル2
2062,,like-minded,形,,同じ考えを持った、同志の,"類: similar, compatible",talk with like-minded people,同じ考えを持つ人々と話す,コア単語 レベル2
2063,,state-of-the-art,形,/ˌsteɪtəvðɪˈɑɹt/,最新式の、最先端の,"類: cutting-edge, advanced, latest",have state-of-the-art equipment,最新の設備を備えている,コア単語 レベル2
2064,,flavoursome,形,,風味豊かな,類: savoury,offer tea served with flavoursome biscuits,風味豊かなビスケットと一緒に紅茶を提供する,コア単語 レベル2
2065,,formidable,形,"/ˈfɔɹmədəbəɫ/, /ˌfɔɹˈmɪdəbəɫ/",①恐ろしい、手強い ②（畏怖の念を起こさせるほど）すばらしい,類: intimidating,a formidable opponent in a debate,討論で手強い相手,コア単語 レベル2
2066,,categorical,形,"/ˌkætəˈɡɑɹɪkəɫ/, /ˌkætəˈɡɔɹɪkəɫ/",①分類の ②絶対的な,類: definite 反: category,issue a categorical denial,断固とした否定を表明する,コア単語 レベル2
2067,,picturesque,形,/ˈpɪktʃɝəsk/,絵に描いたような、絵のように美しい,"類: charming, attractive",stay in a picturesque cabin,絵に描いたような小屋に滞在する,コア単語 レベル2
2068,,hands-on,形,/ˌhænˈzɔn/,①実用的な、実践的な ②実際に操作できる ③（管理職などが）現場に出てくる,"類: active, involved",receive hands-on computer training,実践的なコンピューター・トレーニングを受ける,コア単語 レベル2
2069,,philanthropic,形,/ˌfɪɫənˈθɹɑpɪk/,慈善の、博愛の,"類: charitable, benevolent, humanitarian 反: philanthropy",devote the rest of one's life to philanthropic work,残りの人生を慈善活動に捧げる,コア単語 レベル2
2070,,unanimous,形,/juˈnænəməs/,異議一致の,類: agreed 反: unanimity,reach a unanimous agreement,全会一致の合意に達する,コア単語 レベル2
2071,,wholesome,形,/ˈhoʊɫsəm/,①健全な ②健康によい,類: healthy,eat wholesome foods,健康によい食べ物を食べる,コア単語 レベル2
2072,,inseparable,形,/ˌɪnˈsɛpɝəbəɫ/,分離できない、付き物である,類: connected,be inseparable from the culture,文化から切り離すことができない,コア単語 レベル2
2073,,in practice,,,①実際には ②練習して,"類: in reality, in effect, practically",The idea would work in practice.,そのアイデアは実際にうまくいくだろう。,コア単語 レベル2
2074,,all the rage,,,大人気で、大流行している,"類: trendy, fashionable, popular",be currently all the rage,現在、大流行している,コア単語 レベル2
2075,,double-edged sword,,,諸刃の剣になることがある,類: two-sided,can be a double-edged sword,諸刃の剣になることがある,コア単語 レベル2
2076,,rule out,動,,を無視する、を例外［排除］する,"類: exclude, eliminate, dismiss",rule out the possibility of murder,殺人の可能性を排除する,コア単語 レベル2
2077,,keep track of,動,,〜の経過を追う、〜を追跡する,"類: monitor, record, follow",keep track of where one's pets are,ペットの所在を追跡する,コア単語 レベル2
